GENE	CD69-ITGAE-	CD69+ITGAE-	CD38-ENTPD1-	CD38+ENTPD1-	CD38+ENTPD1+
SAMSN1	1.15455196	1.64941816	2.188879992	2.002463389	2.459002211
SAMSN1-AS1	0	0.000612022	0	0.021161159	0.003814962
AF127936.2	0	0	0	0	0
AF127936.1	0	0.001662796	0	0	0.003862103
AF127577.4	0	0	0	0	0.002075085
NRIP1	0.084568548	0.101370502	0.143660954	0.091364262	0.147325574
AJ009632.2	0	0.000839187	0	0.002596399	0.002165354
USP25	0.339996222	0.33797595	0.274548309	0.356424568	0.361164755
MIR99AHG	0	0	0	0.004594381	0
CXADR	0.051403116	0.02021877	0.022596369	0.006715994	0.011940937
BTG3	1.072795645	1.649244023	1.492525528	1.64907245	1.842710666
C21orf91-OT1	0	0.003086164	0.004044802	0.001651735	0.003495021
C21orf91	0.474774088	0.558976111	0.597455904	0.579927619	0.590377495
AL109761.1	0	0.001559071	0	0	0
CHODL	0	0.007220371	0.012427769	0.005191689	0.004530187
NCAM2	0.01226959	0.001746964	0	0	0
LINC01684	0.122031168	0.051187128	0.054005665	0.151707338	0.128917166
AP001341.1	0	0.001686027	0	0.01266011	0.02028399
LINC00158	0.013270404	0.018405228	0	0.036363256	0.068847567
MIR155HG	0.43521905	0.525572903	0.376847156	0.763868355	1.219686123
MRPL39	0.238054894	0.287292409	0.259669084	0.318073187	0.366013183
JAM2	0.033949299	0.004501982	0.011643809	0.005908847	0.018194401
ATP5PF	1.670022255	1.466735332	1.514627236	1.571209321	1.736259015
GABPA	0.233014768	0.233350668	0.201514376	0.258239564	0.272923362
APP	0.114248723	0.116418926	0.170696471	0.170213181	0.266366732
CYYR1	0	0.009766191	0.007651015	0	0
ADAMTS1	0.028122833	0.011736273	0.015273041	0	0.012984952
ADAMTS5	0	0.000750355	0	0	0.003847338
AF165147.1	0.234587424	0.137463938	0.03328644	0.137978336	0.029760529
N6AMT1	0.179870058	0.063012118	0.064811596	0.059854171	0.062483609
LTN1	0.386436359	0.291825755	0.272701005	0.396682766	0.335242977
RWDD2B	0.15109338	0.068660303	0.074753522	0.06443443	0.070346078
AF129075.2	0	0.011801572	0.015243745	0.004701094	0.006860196
USP16	0.863031753	0.89030522	0.861126868	0.887761769	0.87708102
CCT8	1.160629848	1.036284601	1.07093972	1.144438147	1.345001941
MAP3K7CL	0.059369576	0.03948069	0.042425473	0.080301502	0.061329885
BACH1	0.20356005	0.385485079	0.485003601	0.565065241	0.763648786
TIAM1	0.105461822	0.137495516	0.08271774	0.189513631	0.330610019
AP000251.1	0	0.001374635	0	0	0.012262514
AP000253.1	0	0.002235796	0.002859756	0.005380471	0
SOD1	2.272997666	2.63374986	2.500678753	2.746956529	2.924066268
AP000254.1	0	0.00481393	0	0.003221016	0.003511878
SCAF4	0.466687494	0.408658497	0.535292204	0.42075787	0.48492851
HUNK	0	0	0	0.003853729	0
MIS18A	0.214011742	0.093637015	0.056883885	0.057346893	0.068753129
URB1	0.023208525	0.058820229	0.055376137	0.047008961	0.044966425
URB1-AS1	0.064686363	0.055175119	0.066818271	0.101053086	0.079821734
EVA1C	0.022688845	0.098296434	0.128703626	0.114913934	0.128733652
TCP10L	0	0	0	0	0
CFAP298	0.303193896	0.450445245	0.370798079	0.462966898	0.408985318
SYNJ1	0.063495092	0.146472834	0.114297676	0.131964222	0.177836947
PAXBP1-AS1	0	0.006476075	0	0.005248487	0.013357246
PAXBP1	0.165656069	0.269709625	0.235067426	0.337066553	0.353790377
C21orf62-AS1	0.049445013	0.034711629	0.064115368	0.024248944	0.024941589
C21orf62	0	0	0	0	0
IFNAR2	0.147944772	0.111256837	0.10406052	0.133387833	0.162646901
IL10RB-DT	0.033279007	0.014159437	0.00408462	0.027194502	0.003993794
IL10RB	0.356629391	0.295341442	0.305744923	0.345968865	0.366899254
IFNAR1	0.40698832	0.399162569	0.487303409	0.422122734	0.38505776
IFNGR2	0.026540839	0.128626004	0.058954912	0.046861102	0.041494513
TMEM50B	0.941519326	0.697271755	0.677550088	0.730785675	0.710460575
DNAJC28	0.015148277	0.004798132	0.00591536	0.009594306	0.00627014
GART	0.356023617	0.256382205	0.260799714	0.264628629	0.299141335
SON	2.108673775	1.947971155	1.839722091	1.996448726	1.968882424
DONSON	0.060008674	0.094138645	0.103284277	0.137772907	0.144860976
CRYZL1	0.34765032	0.236463341	0.210119669	0.258656331	0.23354984
ITSN1	0.024877484	0.006771934	0.010146414	0.010690527	0.002858138
ATP5PO	0.213847351	0.251155874	0.257641909	0.240923138	0.327805851
LINC00649	0.566331392	0.373825975	0.255936233	0.427449428	0.325184782
AP000569.1	0	0	0	0	0
MRPS6	1.346951675	1.178954164	1.411975433	1.486858485	1.749137053
SLC5A3	0.40365216	0.42925351	0.565537744	0.624178382	0.777348033
LINC00310	0	0.004517269	0	0	0
AP000320.1	0	0	0	0	0
SMIM11A	0	0.001077528	0	0.003622657	0
KCNE1	0	0.002314037	0	0.001671284	0.002292835
RCAN1	0.076293575	0.065132885	0.022686221	0.044937592	0.148421975
CLIC6	0	0.00500541	0.004373132	0.012078472	0.006552742
LINC01426	0	0.002578093	0	0	0
RUNX1	0.360465396	0.342365298	0.273515426	0.382243874	0.334779651
LINC01436	0	0.004388763	0.007009308	0	0
SETD4	0.152180408	0.096673512	0.077965063	0.143888909	0.142051589
CBR1	0.317729739	0.296499643	0.219723747	0.350492476	0.310849108
CBR3	0.010384652	0.049538814	0.080279292	0.062931468	0.138427323
DOPEY2	0.163935417	0.117885867	0.132463203	0.147264188	0.14895733
AP000692.2	0	0.018868105	0.007458002	0.015705352	0.016144631
MORC3	0.470231218	0.660392116	0.592553327	0.602568601	0.6419524
CHAF1B	0.039878268	0.036222246	0.029850732	0.043505959	0.10205747
AP000695.2	0	0	0	0	0
CLDN14	0	0	0	0	0
HLCS	0.11856269	0.076133408	0.08928003	0.074754471	0.102045399
AP000704.1	0.010114727	0.017025002	0.020460777	0.011995147	0.021769678
RIPPLY3	0	0	0	0	0
PIGP	0.557421813	0.364589119	0.236716976	0.425993769	0.42443214
TTC3	0.714820311	0.829713286	0.931352886	0.81053042	0.839780891
DSCR9	0	0.012234898	0.021464522	0.01064331	0.004612557
AP001432.1	0.025739347	0.000351009	0.007609169	0	0.004879256
VPS26C	0.540364217	0.405813148	0.420904799	0.383637014	0.417981854
AP001412.1	0	0.007116869	0.004580642	0	0.009497367
AP001437.1	0	0.002882808	0	0	0
DYRK1A	0.258777032	0.309414527	0.330173174	0.351471662	0.331085919
KCNJ6	0	0.002241976	0	0	0
KCNJ15	0.017964466	0.005246531	0	0.004074851	0.001557554
AP001434.1	0	0	0	0	0
LINC01423	0	0	0	0	0
ERG	0	0.005288037	0	0	0
ETS2	0.334485766	0.312256514	0.411556549	0.252300353	0.22470458
AP001043.1	0	0	0	0	0.00125933
PSMG1	0.242192113	0.179388234	0.180757291	0.22191521	0.224420631
BRWD1	0.80914803	0.814050058	0.825636233	0.845839627	0.86893314
AF129408.1	0.012160778	0	0	0	0.005302653
BRWD1-AS2	0	0.011703169	0	0	0.012451291
HMGN1	2.222193643	2.07111066	2.141439915	2.370936735	2.408907101
WRB	0.188964063	0.174017956	0.166805986	0.181660132	0.210427691
LCA5L	0	0.005495299	0	0	0.002423514
SH3BGR	0	0.010550556	0	0	0.009061329
B3GALT5	0	0	0	0	0.00357068
PCP4	0.043048287	0.011582069	0.010566919	0.013989096	0.034799913
BACE2	0	0.00916936	0.009844254	0.010300246	0.020284817
PLAC4	0	0.001043463	0	0	0
FAM3B	0.016742422	0.010992279	0	0.012168845	0.0112527
MX2	0.56468387	0.785167568	0.662075972	0.449586518	0.428424968
MX1	1.131191946	1.27909474	0.944037214	1.116938278	1.379737529
AP001610.1	0.051442761	0.007391276	0.013859834	0.022281055	0.012837088
TMPRSS2	0	0.023554756	0	0	0
RIPK4	0.017732158	0.010582557	0	0.009037816	0.003440954
PRDM15	0.059320144	0.059547553	0.074442444	0.074476939	0.072060501
C2CD2	0.094256559	0.0404201	0.050423791	0.054443865	0.071954839
ZBTB21	0.181466088	0.272974986	0.313434314	0.24893947	0.251275011
UMODL1	0.013844618	0.000487209	0	0.003221016	0.002425566
ABCG1	0.663049437	0.722525619	0.775144453	0.845855954	0.689842355
TFF3	0.069562672	0.05712466	0.03752614	0.103906699	0.107103934
TMPRSS3	0.036673332	0.01988839	0.01788292	0.053766253	0.058738914
UBASH3A	0.684552128	0.445874138	0.467544763	0.601330384	0.534529256
RSPH1	0	0.021839269	0.025691144	0.005757568	0.003621464
SLC37A1	0.182770558	0.198725428	0.219376345	0.246132813	0.209122155
LINC01671	0	0	0	0.00582663	0
PDE9A	0.019198078	0.016770681	0.030898874	0.010927548	0.030299446
WDR4	0.055260624	0.048136039	0.077701941	0.044617693	0.078484614
NDUFV3	0.427431039	0.347213706	0.360931059	0.407855089	0.366521518
PKNOX1	0.207005635	0.162044587	0.173662962	0.187076249	0.200093304
CBS	0	0.000233597	0	0.002671215	0
U2AF1	0.073897726	0.081494437	0.120863844	0.06781858	0.10011179
FRGCA	0	0	0	0	0
LINC00322	0	0	0	0	0
LINC01679	0.025172676	0.012340899	0.01736394	0.010871575	0.009874953
SIK1	0.01537474	0.069130395	0.035072558	0.038241463	0.037861912
LINC00313	0	0.001066721	0	0	0
HSF2BP	0	0.001142703	0	0	0.003175931
RRP1B	0.468499541	0.584907942	0.565074495	0.561645681	0.474572681
PDXK	0.331920095	0.413219616	0.454377133	0.35624778	0.442423677
CSTB	2.166834308	1.879674018	1.799537007	1.827282233	1.58382678
RRP1	0.217390157	0.199729121	0.179438758	0.240974432	0.272636388
AATBC	0	0	0	0	0
AGPAT3	0.125461669	0.235258304	0.22294574	0.277665397	0.28166504
TRAPPC10	0.294456264	0.554593703	0.381742955	0.439637409	0.520328634
PWP2	0.01226959	0.013091573	0.010326316	0.013048327	0.004341825
GATD3A	0.077410082	0.042919986	0.042111201	0.053554076	0.041940913
LINC01678	0.178883884	0.079561712	0.083712494	0.079777134	0.052113761
AP001056.2	0	0.006917509	0	0.003646589	0
AP001056.1	0	0	0	0	0
ICOSLG	0.009745046	0.016058272	0.010241191	0.010341663	0.00469551
AP001059.3	0	0	0	0	0
AIRE	0	0	0	0	0
PFKL	0.686102268	0.659876932	0.671073165	0.776730494	0.856223188
C21orf2	0.257704978	0.270830269	0.209695633	0.248657299	0.244913508
AP001062.1	0.033732673	0.004642249	0.016861804	0.001713737	0.018321421
TRPM2	0	0.025682606	0.053200469	0.057839736	0.03221654
LRRC3	0.012725033	0.01081429	0.025943785	0	0.008088726
AP001065.1	0	0	0	0	0
LINC02575	0	0	0	0.004094083	0
KRTAP12-3	0.022327134	0.002506514	0.003897493	0.006524748	0.001703597
UBE2G2	0.457784811	0.474929745	0.541825605	0.548103012	0.450069683
SUMO3	1.067726493	1.009150392	0.944126056	1.046263877	1.111443128
PTTG1IP	0.45762388	0.382873431	0.377770926	0.322648778	0.344726146
ITGB2	2.57255202	2.281676037	2.205088905	2.498726664	2.350010873
ITGB2-AS1	0.863313748	0.68608327	0.476013292	0.573229369	0.273582206
LINC01547	0.013239896	0.008777346	0.003023156	0.007014957	0.011382273
AL844908.1	0	0	0	0	0
FAM207A	0.369606924	0.315112662	0.326005567	0.385549359	0.423402717
AP001505.1	0.027866802	0.003551425	0	0	0
ADARB1	0.094295972	0.160334717	0.146449371	0.129848595	0.078356045
POFUT2	0.346303301	0.296338854	0.28529521	0.258731185	0.223263169
BX322562.1	0	0	0	0	0
COL18A1	0.112249846	0.146279187	0.174274296	0.149977077	0.164411086
SLC19A1	0	0.052035108	0.080756861	0.064410181	0.079221893
LINC01694	0	0.001385309	0	0.003396698	0.002413563
PCBP3	0.008658018	0.009396727	0.007507664	0.0348942	0.044187783
AL133492.1	0	0.000402976	0	0	0
COL6A1	0.086169918	0.033406946	0.020985832	0.009297139	0.039565916
AP001476.1	0	0	0	0	0
COL6A2	0.0912424	0.104401359	0.106148788	0.061216049	0.042545259
FTCD	0	0	0	0	0
SPATC1L	0.115967963	0.127655227	0.072757131	0.116654831	0.120392103
LSS	0.072042104	0.099524727	0.07076129	0.135845639	0.091561109
MCM3AP-AS1	0	0.007699889	0	0.022859561	0.006314396
MCM3AP	0.308516221	0.305478571	0.358503943	0.267010025	0.295529797
AP001469.3	0	0.000763726	0	0	0.00642113
YBEY	0.437280959	0.35089152	0.258025719	0.336362676	0.31250243
C21orf58	0.031366899	0.023349774	0.01652236	0.019088757	0.02502051
PCNT	0.294454919	0.210598653	0.22853134	0.162514622	0.196749006
DIP2A	0.720879017	0.54232434	0.490350707	0.514887148	0.447164468
S100B	0.16796523	0.258334074	0.206849566	0.073278514	0.018609204
PRMT2	1.379357411	1.210336599	1.1910076	1.238565369	1.163679171
AC136616.2	0	0	0	0	0
AC145212.1	0.019031404	0.002768211	0	0.003129703	0
MAFIP	0	0.014146781	0	0.012704131	0.013592524
AC011043.1	0	0.010648345	0.002898661	0.006248205	0.011742391
AL592183.1	0.009899147	0.005300909	0.011576246	0.013547468	0.007980091
AC007325.4	0	0	0	0	0
AL354822.1	0	0.004624052	0.015449452	0	0.004407007
AC233755.2	0.00874744	0.005287788	0.011885102	0.019071833	0.018221717
AC233755.1	0	0.003802421	0	0	0.003977111
AC240274.1	0	0.004706355	0.047789481	0	0.003672859
AL645608.9	0	0.002490625	0	0	0
AL162741.1	0	0.000940279	0	0	0
TMEM88B	0	0	0	0	0
AL590822.2	0	0.000962659	0.005713855	0	0
HES5	0	0.001043084	0	0.006990479	0
AL008733.1	0	0.001290612	0	0	0
AL590438.1	0	0	0	0	0
AL136528.1	0	0	0	0	0
AL365330.1	0	0	0	0	0
AL031847.1	0	0.000501241	0	0	0
CAMTA1-DT	0	0.004739245	0	0.005296801	0.011821615
AL034417.3	0	0.001815331	0	0	0
LINC01714	0	0	0	0	0
AL358876.2	0	0	0	0	0
CORT	0	0.001195509	0	0	0
AL139423.1	0	0.009805481	0.007448606	0.003566336	0.009387256
NPPA	0	0	0	0	0
AC254633.1	0	0	0	0	0
C1orf158	0	0.003915836	0	0	0
AL031283.1	0	0	0	0	0
CTRC	0	0.000612545	0.010623879	0	0.004527775
CELA2B	0	0	0	0	0
AL451042.1	0	0	0	0	0
LINC01783	0	0	0	0	0
BX284668.2	0	0.001305279	0	0	0
Z98257.1	0	0.000901322	0	0	0
PLA2G2C	0	0	0	0	0
AL031005.1	0	0	0	0	0
AL031281.2	0	0.000901888	0	0	0.001455422
TEX46	0	0	0	0	0
AL109936.2	0	0	0	0	0
MYOM3	0	0	0	0	0
IL22RA1	0	0	0	0	0
AL445471.2	0	0.002876517	0.004069159	0.005790589	0.013388511
AL050344.1	0	0	0	0	0
RHD	0	0.002364543	0	0	0
SLC30A2	0	0.000894583	0	0	0
TRIM63	0	0	0	0	0
AL360012.1	0	0	0	0	0
OPRD1	0	0	0	0	0
AL009181.1	0	0	0	0	0
LINC01778	0	0	0	0	0
HCRTR1	0	0	0	0	0
AC114488.2	0	0	0	0	0
AC114488.3	0	0.002496668	0.002899372	0	0
FNDC5	0	0	0	0.002824683	0
AL020995.1	0	0	0	0	0
GJB5	0	0.000939663	0	0	0.001695699
TEKT2	0	0.002534021	0	0	0
NT5C1A	0	0	0	0	0.002393413
AL033527.2	0	0	0	0	0
TMCO2	0	0	0	0	0
AL031985.4	0	0.001464362	0	0	0
SLFNL1-AS1	0	0	0	0	0
AC093151.3	0	0	0	0	0
AC093151.2	0	0	0	0	0
GUCA2B	0	0	0	0	0
GUCA2A	0	0	0	0	0
FAM183A	0.056142423	0.016947266	0.008873946	0	0
AL358075.2	0	0.000920978	0	0	0
CYP4A11	0	0	0	0	0
CYP4Z1	0	0	0	0	0
FOXE3	0	0	0	0	0
SLC5A9	0	0	0	0	0
AL109659.2	0	0	0	0	0
LINC01562	0	0	0	0	0
TTC39A-AS1	0	0	0	0	0
LEXM	0	0.001383008	0	0.00269194	0
AC119674.2	0	0	0	0	0
LINC01767	0	0	0	0	0
C8A	0	0	0	0	0
C8B	0	0	0	0	0
AL161740.1	0	0	0	0	0
C1orf87	0	0.000660292	0	0	0.004818231
UBE2U	0	0	0	0	0
AL357078.3	0	0	0	0	0
C1orf141	0	0.001650353	0	0	0
DEPDC1-AS1	0	0	0	0	0
AL354872.2	0	0	0	0	0
TNNI3K	0	0.000888493	0	0	0
SLC44A5	0	0	0	0	0
MSH4	0	0	0	0	0
CLCA2	0	0	0	0	0
CLCA4	0	0	0	0	0
AC099062.1	0	0	0	0	0
ABCA4	0	0.000762307	0	0	0
LINC01708	0	0	0	0	0
AMY2A	0	0	0	0	0
AMY1B	0	0	0	0	0
AMY1C	0	0.001649405	0	0	0
GPR61	0	0	0	0	0.001167566
AL450468.2	0	0	0	0	0.002016876
AL603832.2	0	0.000667506	0	0.00720191	0
FAM19A3	0	0	0	0	0
LINC01356	0	0	0	0	0
NGF	0	0	0	0	0
CASQ2	0	0	0	0	0
NHLH2	0	0	0	0	0
MAB21L3	0	0.000651602	0	0	0
LINC01762	0	0	0	0	0
VTCN1	0	0.001900956	0	0.002646186	0.003476252
HMGCS2	0	0	0	0	0
FP700111.1	0	0.001297611	0	0	0
PDZK1	0	0.000874958	0	0	0.006985305
NUDT4B	0	0.000801241	0	0	0.003394878
CA14	0	0.00072151	0	0	0
AL356356.1	0	0	0	0	0.003255609
CTXND2	0	0	0	0	0
AL391335.1	0	0.001810997	0.001792919	0	0.003220709
AL589765.5	0	0	0	0	0
THEM5	0	0	0	0	0
RPTN	0	0	0	0	0
BX470102.1	0	0	0	0	0
C1orf189	0	0.000813027	0.038153231	0	0
AL162591.2	0	0	0	0	0
RXFP4	0	0	0	0	0
AL139412.1	0	0	0	0	0.001663179
AL365181.1	0	0	0	0	0
AL590666.3	0	0	0	0	0
LRRC71	0	0	0	0	0
ETV3L	0	0	0	0	0
AL138900.3	0	0.001226661	0	0	0
CADM3-AS1	0	0	0	0	0
ATP1A2	0	0	0	0	0
ITLN2	0	0	0	0	0
APOA2	0	0.001221443	0	0	0.01013829
NR1I3	0	0	0	0	0
CCDC190	0	0.002257111	0	0	0
RXRG	0	0	0	0	0.000906204
AL157714.2	0	0	0	0	0
LRRC52	0	0	0	0	0
DUSP27	0	0	0	0	0
ADCY10	0	0	0	0	0
Z99943.1	0	0	0	0	0
MROH9	0	0	0	0	0
AL021026.1	0	0	0	0	0
MYOCOS	0.022855053	0	0	0	0.001432131
MYOC	0	0	0	0	0
SLC9C2	0	0	0	0	0
AL121983.1	0	0.001189566	0	0	0.000980683
PAPPA2	0	0	0	0	0
ASTN1	0	0	0	0	0
APOBEC4	0	0	0	0	0
OCLM	0	0.000949607	0	0.001510772	0.00197613
CFHR1	0	0	0	0	0
CRB1	0	0	0	0	0
LINC00862	0	0	0	0	0
AL358473.1	0	0	0	0	0.003846615
IGFN1	0	0	0	0	0
PKP1	0	0	0	0	0
TNNI1	0	0.001001259	0	0	0
GPR37L1	0	0	0	0	0
REN	0	0	0	0	0
LINC00628	0	0.002479191	0	0.004310617	0
C1orf147	0	0	0	0	0
AL591846.2	0	0	0	0	0
IL19	0	0.00038232	0	0	0
IL20	0	0	0	0	0
FCAMR	0	0	0	0	0
AL445493.2	0	0	0	0	0
AL356310.1	0	0	0	0	0
AC096637.2	0	0	0	0	0
LINC01740	0	0	0	0	0
AL590648.2	0	0	0	0	0
ESRRG	0	0	0	0	0
TGFB2-AS1	0	0	0	0	0
C1orf143	0	0.001208591	0	0	0
SLC30A10	0	0	0	0	0
LINC02474	0	0	0	0	0
AL359979.2	0	0.001020473	0	0	0
CCDC185	0	0	0	0	0
LEFTY1	0	0	0	0	0
WNT3A	0	0	0	0	0
IBA57-DT	0	0.001710313	0	0	0
CAPN9	0	0	0	0	0
AL355472.4	0	0	0.004890364	0	0
LINC01354	0	0	0	0	0
AL732292.2	0	0.00231424	0.002483227	0	0
AL359921.1	0	0	0	0	0.001418607
CHRM3	0	0.001755459	0	0	0
FMN2	0	0	0	0	0
AL451007.3	0	0	0	0	0
KIF26B-AS1	0	0	0	0	0
AL591848.3	0	0	0	0	0
AL591848.4	0	0	0	0	0
C1orf229	0	0	0	0	0
OR2L2	0	0.000980742	0	0	0.004277355
LINC01115	0	0.001160716	0	0	0
TPO	0	0	0	0	0
LINC00298	0	0.001648963	0.002455129	0	0
AC011747.2	0	0	0	0	0
AC010969.1	0	0	0	0	0
AC104794.4	0	0	0	0	0
LINC00570	0	0	0	0	0
RAD51AP2	0	0	0	0	0
AC023137.1	0	0	0	0	0
AC012065.3	0	0.001180762	0	0	0
AC012065.4	0	0	0	0	0
APOB	0	0	0	0	0
TDRD15	0	0	0	0	0
MFSD2B	0	0	0	0	0
C2orf70	0	0	0	0	0
GTF3C2-AS1	0	0.002846033	0	0	0.002251113
C2orf71	0	0	0	0	0
SRD5A2	0	0	0	0	0
AL121652.1	0	0.001726768	0	0	0
AC009414.2	0	0	0	0	0.001828776
VIT	0	0	0	0	0
LINC00211	0	0	0	0	0
AC011247.2	0	0.002176001	0	0.004470904	0
LINC01819	0	0	0	0	0
STON1-GTF2A1L	0	0.000727911	0	0	0
NRXN1	0	0	0	0	0
C2orf73	0	0.001100656	0	0	0
AC093159.1	0	0.001423705	0	0	0
AC012368.2	0	0	0	0	0
LINC01829	0	0	0	0	0
AC015969.1	0	0	0	0	0
FIGLA	0	0	0	0	0
CLEC4F	0	0	0.008341857	0	0
ATP6V1B1	0	0.000651602	0	0	0
AC007881.2	0	0	0	0	0
AC073263.1	0	0	0	0	0
AC006030.1	0	0	0	0	0
AC005041.1	0	0	0	0	0
RGPD1	0	0.004279936	0	0	0.001710525
FOXI3	0	0.000939663	0	0	0
AC104134.1	0	0.001604049	0	0.006350728	0.002512927
AC233263.6	0	0	0	0	0
ANKRD20A8P	0.025172676	0	0	0.008609658	0.002556194
AC009237.15	0	0.000630292	0	0	0
CNGA3	0	0	0	0	0
SLC9A2	0	0	0	0	0
LINC01114	0	0	0	0	0
AC012360.1	0	0.005666611	0	0	0.002154816
AC108868.1	0	0	0	0	0
SLC5A7	0	0	0	0	0
FOXD4L1	0	0	0	0	0
AC017074.1	0	0	0	0	0
DPP10	0	0	0	0	0
STEAP3-AS1	0	0	0	0	0
INHBB	0	0.002431	0	0	0
LINC01826	0	0	0	0	0
AC010976.1	0	0	0	0	0
AC010976.2	0	0	0	0	0
GPR17	0	0	0	0	0
POTEI	0	0.001260585	0	0	0
POTEE	0	0.003328858	0.018340558	0	0.002053806
AC073869.5	0.01581379	0.000663802	0	0	0
MAP3K19	0	0.001357095	0	0	0
LRP1B	0	0	0	0	0
GALNT13	0	0	0	0	0
AC074099.1	0	0	0	0	0
PKP4-AS1	0	0	0	0	0
LRP2	0	0.001202014	0	0	0
KLHL41	0	0	0	0	0
AC010894.3	0	0	0	0	0.001674101
HOXD3	0	0	0	0	0
AC009336.1	0	0	0	0	0
PDE11A	0	0	0	0	0
AC010680.4	0	0.000844095	0	0.003225293	0
AC093911.1	0	0	0	0	0
AC009962.1	0	0	0	0	0
AC017071.1	0	0.000626032	0	0	0
AC017101.1	0	0.00136397	0	0	0
ZSWIM2	0	0	0	0	0
AC006460.1	0	0.000921274	0	0.005067884	0.005495683
AC098617.1	0	0	0	0	0
TMEFF2	0	0	0	0	0
C2orf66	0	0.001388594	0	0	0
DYTN	0	0	0	0	0
AC096772.1	0	0	0	0	0
C2orf80	0	0	0	0	0
UNC80	0	0.002515421	0	0	0
LANCL1-AS1	0	0	0	0	0.00333327
ERBB4	0	0	0	0	0
AC079610.2	0	0	0	0	0.002481183
AC079610.1	0	0	0	0	0
AC010136.1	0	0	0	0	0
VIL1	0	0	0	0	0
FEV	0	0	0	0	0
IHH	0	0	0	0	0
TUBA4B	0	0.002728817	0	0	0
AC009502.1	0	0.001153258	0	0	0
MOGAT1	0	0	0	0	0
DAW1	0	0.004597978	0	0	0
ALPP	0	0.001379874	0	0	0
ALPG	0	0	0	0.005904654	0
AC084030.1	0	0	0	0	0
RBM44	0	0.003255559	0.004791292	0	0
KLHL30	0	0	0	0	0
AC012485.2	0	0	0	0	0
KIF1A	0	0	0	0.002469171	0
CROCC2	0	0.001537267	0	0	0
AC133528.1	0	0	0	0	0
AC131097.3	0	0	0	0.007303999	0
AC131097.2	0	0	0	0	0
CNTN6	0	0	0	0	0
GRM7	0	0	0	0	0
GRM7-AS1	0	0	0	0	0
AC068313.1	0	0	0	0	0
AC023481.1	0	0	0	0	0
SSUH2	0	0	0	0	0
CAV3	0	0	0	0	0
SRGAP3-AS2	0	0.001801027	0	0.003583109	0
SRGAP3-AS4	0	0	0	0	0
ATP2B2	0	0	0	0	0
SYN2	0	0	0	0	0
TMEM40	0	0.003440901	0	0.004479149	0.002791126
RBMS3-AS3	0	0.001260585	0	0	0
LINC01985	0	0	0	0	0
TRIM71	0	0.001420185	0	0	0
AC112220.3	0	0	0	0	0
AC112220.2	0	0	0	0	0
AC126118.1	0	0	0	0	0
SLC22A14	0	0	0	0	0
ACVR2B-AS1	0	0.001174003	0	0	0
SCN5A	0	0	0	0	0.003194386
MOBP	0	0	0	0	0.000274157
HHATL	0	0	0	0	0
AC099329.3	0	0	0	0	0
LINC02009	0	0	0	0	0
TDGF1	0	0	0	0	0
TMIE	0	0	0	0	0
AC137630.2	0	0.000595029	0	0	0.00095812
AC137630.4	0	0	0	0	0
AC137630.3	0	0.000487209	0	0.002082927	0.002639611
CDHR4	0	0.000888493	0	0	0
CAMKV	0	0	0	0	0
SLC38A3	0	0	0	0	0
LSMEM2	0	0	0	0	0
AC121764.1	0	0	0	0	0
ASB14	0	0.000700905	0	0	0
DNAH12	0	0.001089382	0.01072019	0.002778156	0
FLNB-AS1	0	0	0	0	0
FAM3D	0	0	0.005810719	0	0
AC012557.2	0	0.000886026	0.006461614	0	0
PRICKLE2-AS3	0	0	0	0	0
ADAMTS9-AS1	0	0	0	0	0
SAMMSON	0	0	0	0	0
AC097634.3	0	0	0	0	0
TMPRSS7	0	0	0	0	0
AC108693.2	0	0	0	0	0
AC092691.1	0.010887207	0.006297626	0.011092248	0.005245277	0
LINC02024	0	0	0	0	0
IGSF11	0	0	0	0	0
UPK1B	0	0.002271816	0.004574441	0	0.004198064
ARHGAP31-AS1	0	0	0	0	0
GPR156	0	0.001236165	0	0	0
CFAP100	0	0	0	0	0
UROC1	0	0	0	0	0
LINC01471	0	0	0	0	0
AC084035.1	0	0.000867818	0	0	0
RUVBL1-AS1	0	0	0	0	0
GP9	0	0	0	0	0
C3orf36	0	0	0	0	0
LINC02004	0	0	0	0	0
AC010207.1	0	0	0	0	0
KY	0	0	0	0	0
CPB1	0	0	0	0	0
AC093001.1	0.027810483	0	0	0	0
TM4SF4	0	0	0	0	0
ANKUB1	0	0.00387593	0	0	0
SIAH2-AS1	0	0	0	0	0
AC020636.1	0	0	0	0	0
AADAC	0	0	0	0	0
GPR149	0	0	0	0	0
AC104472.3	0	0	0	0	0
IL12A-AS1	0	0	0	0	0
ZBBX	0	0.003390347	0	0	0
AC026353.1	0	0	0	0	0
AC078795.2	0	0.000893748	0	0	0.003692114
TMEM212	0	0	0	0	0
NLGN1	0	0	0	0.007088408	0
TBL1XR1-AS1	0	0	0.006747348	0	0.021651351
KCNMB2	0	0	0	0	0
AC007823.1	0	0	0	0.00367195	0
CCDC39.1	0	0	0	0	0
AC108734.4	0	0	0	0	0
SOX2	0	0.004756848	0.006766653	0.002738685	0.004771574
LINC02031	0	0	0	0	0
VWA5B2	0	0	0	0	0
AC107294.2	0	0	0	0	0
KNG1	0	0	0	0	0
LINC02043	0	0	0.009911518	0	0
AC108681.1	0	0	0.010167169	0	0
P3H2-AS1	0	0	0	0	0
GMNC	0	0	0	0	0
OSTN	0	0	0	0	0
